query,poi_name,wikipedia-link,answer
What does the BLU mean after Radisson?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,The name Blu was choice from Rezidor’s research to find a new visual differentiator to replace the familiar SAS blue box.The name Blu started life as the project’s working title. But it soon became apparent that it was actually the most natural of choices.
Is the Berliner Dom open to the public?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,"Yes, and free."
How far ahead do you need to book a room?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,You can go to raddisonblu.com and book a room the same day you want to stay at the hotel. 
Does the hotel offer a shuttle service to and from the closest airport?,Radisson Blu,https://en.wikipedia.org/wiki/Radisson_Blu,".A5 No.it does not offer shuttle service,"
What is the building with the large round window?,Spree River,https://en.wikipedia.org/wiki/Spree,Pier Nikolaiviertel
Is this a museum or a public building?,Spree River,https://en.wikipedia.org/wiki/Spree,It is a public building. The German Chancellery Building contains government offices along with an official apartment for the Chancellor on the top floor.
How could I contact the Chancellor's office to request a meeting?,Spree River,https://en.wikipedia.org/wiki/Spree,you can go on there website and use the contact information available to get a hold of him. 
What is the name of the boat in the picture?,Spree River,https://en.wikipedia.org/wiki/Spree,It is just a boat for tours.
How much does it cost to go on the boat tour?,Spree River,https://en.wikipedia.org/wiki/Spree,no details . minimum $10
How tall is the monument?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,219 feet
Is there an observation deck at the top?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,There is an observation deck at the top. 
What is the statue on top?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"It is Victoria, the goddess of Victory."
So you have to walk up stairs to get to the top?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,Yes.
Is it free to go to the top?,Victory Column,https://en.wikipedia.org/wiki/Berlin_Victory_Column,"No, it costs 3 Euros."
What is this building called? ,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,Greenhouse
Do they grow plants there?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,Yes
How many kinds of plants grow in the building?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,SEVEN 
Is this a private of public place. ,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,A1. This building is the Botanischer Garten und Botanisches Museum in Berlin. A2. Yes they grow plants in the greenhouse and grounds. A3. The Botanischer Garten grows many kinds of plants in 15 sections of greenhouse.  A4. The Botanischer Garten and Museum is open to the public but has an entrance fee. 
How much is the admission fee for all ages?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,Do they book private events?
Can you take pictures inside,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),Yes you may.
Can you take pictures inside,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),Yes
Have any movies ever been filmed here?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),No
How old is this place?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),around 300 years old
How long did it take to build this place?,New Palace,https://en.wikipedia.org/wiki/New_Palace_(Potsdam),"Six years, from 1763-1769."
Who designed that building?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",The Jewish Museum in Berlin was designed by architect Daniel Libeskind.
How often does it snow here?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",Anytime it is below 32 degrees and there is moisture in the air 
What year was this building built?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",It was built in 1993.
Is that steal siding?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",Berlin
What are the hours of operation?,Jewish Museum,"https://en.wikipedia.org/wiki/Jewish_Museum,_Berlin",10Am to 8Pm everyday 
How tall is this building? ,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,"1,207 ft"
Which of these buildings was built first?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,"The building on the left, named the Kollhoff Tower"
When were the buildings built?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,The Kollhoff Tower was built in 1999.  The Bahn Tower was completed in 2000.
Are these office buildings?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,Yes these are office buildings with retail on the street levels.
What type of retail stores are on street level?,Potsdamer Platz,https://en.wikipedia.org/wiki/Potsdamer_Platz,"There is an antique store, as well as a Go Asia."
How tall is the building in the middle?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,The Kaiser Wilhelm Memorial Church is 71 meters tall.
When was the Kaiser Wilhelm Memorial Church built.,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,A1. The Kaiser Wilhelm Church is 71 meters tall.  A2. The Kaiser Wilhelm Church was constructed between 1891 and 1895. 
Is the Kaiser Wilhelm Church still in use today?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,The Kaiser Wilhelm Church holds services Sunday mornings at 9:00 a.m.
Is the church open to the public?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,Yes
When was the building built?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,In the 1890s
Where does that bridge go?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,Connects Oberbaum Straße to the south of the river with Warschauer Straße to the north in Germany and goes over the river Spree
How long is the bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,Q1: Where does that bridge go? A1: Connects Oberbaum Straße to the south of the river with Warschauer Straße to the north in Germany and goes over the river Spree Q2: How long is the bridge? A2: 407 feet
When was the bridge built?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,The original bridge was built between 1894 and 1986.
How deep is the water at the base of the bridge?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,What fish are native to this river?
How do large boats pass?,Oberbaum Bridge,https://en.wikipedia.org/wiki/Oberbaum_Bridge,who build the bridge
Is this a national monument?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,It is a museum.
What is the museum about?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,Historical wars
Are there any antiquities in this museum?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum, houses the Antikensammlung (Collection of Classical Antiquities)
What kind of historical wars and antiquities are you talking about?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,it contains ancient weapons from wars when Germany was ruled by tribes.
Do the exhibits stay the same?,Altes Museum,https://en.wikipedia.org/wiki/Altes_Museum,"No, they change quarterly."
What are the hours of operation?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,I'm sorry.  I cannot see the hours of operation from here.
Do you know what days it is open?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,It is open all year long
When was this gate constructed?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,It was built in 1899
What is this the entrance to?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,.A4: It is the entrance to the Berlin Zoo
What are the statues made of?,Berlin Zoo entrance,https://en.wikipedia.org/wiki/Berlin_Zoological_Garden,The statues are constructed of stone.
What is the name of that building?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,"This is the Reichstag Building, which used to hold the German Parliament, but hasn't since the end of World War II."
What is the use of this building now?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,"After its completion in 1999, it once again became the meeting place of the German parliament: the modern Bundestag."
How many rooms does this building have?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,one
What does the blue flag on the left represent?,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,Scotland
Can the public tour that building. ,German Parliament,https://en.wikipedia.org/wiki/Reichstag_building,Yes. The public can tour the Reichstag Building but have to book in advance.
What is featured in this museum?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,"Q1: What is featured in this museum?  A1: The museum is subdivided into the antiquity collection, the Middle East museum, and the museum of Islamic art"
How long has the museum been around?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,It has been around for 108 years. It was established in 1910.
What is the structure architectural style of the museum?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,Jordan
What is the best time of day to tour this musuem. ,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,"Q1: What is featured in this museum? A1: Q1: What is featured in this museum? A1: The museum is subdivided into the antiquity collection, the Middle East museum, and the museum of Islamic art Q2: How long has the museum been around? A2: It has been around for 108 years. It was established in 1910. Q3: What is the structure architectural style of the museum? A3: Jordan Q4: What is the best time of day to tour this musuem.  A4: 10 am right at the time they open and around 4 pm are the less busy times. Most people go from 11-3"
What is in the left building?,Pergamom Museum,https://en.wikipedia.org/wiki/Pergamon_Museum,Museum für Islamische Kunst
Is this a memorial?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,Yes
Q1:Is the memorial open to the public? A1:Yes ,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,Yes
Why does the memorial lean to the side?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,"There's little info on the arch of the ""Wall of Books"" which depicts a falling stack of books. However, the structure is meant to symbolize the books that scholars would have been able to consult."
Does it give you any of the book titles they may have used?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,Why is it built where it is built. 
Why is a jewiJe symbol there?,Jewish Memorial,https://en.wikipedia.org/wiki/Memorial_to_the_Murdered_Jews_of_Europe,"I am unsure the question , please rephrase. "
Is that a greenhouse?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,Yes.
Is this building available for private rental?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,No
What kind of building is that,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,It is the The Berlin-Dahlem Botanical Garden and Botanical Museum.
When was the greenhouse built?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,The greenhouse was built between 1905 and 1907.
Do they allow visitors in the greenhouse?,Botanical Garden,https://en.wikipedia.org/wiki/Berlin-Dahlem_Botanical_Garden_and_Botanical_Museum,"Yes, they have scheduled tours and visits by appointment."
Is this church open to the public? ,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,"Yes, it is open daily to the public."
Can you get married at this church?,Kaiser Wilhelm Memorial Church,https://en.wikipedia.org/wiki/Kaiser_Wilhelm_Memorial_Church,"Yes, people do get married at this church."
